GT	Prediction	PostProcessedPrediction	Probability	WRR_Correct	Post_WRR_Correct
ఆకారం	ఆకారం	ఆకారం	0.999652	1	1
కంటికి	కంటికి	కంటికి	0.999412	1	1
మానవ	మానవ	మానవ	0.999293	1	1
అనగా	అనగా	అనగా	0.984602	1	1
మదరాసులో	మదరాసులో	మదరాసులో	0.947482	1	1
ఉందో	ఉందో	ఉందో	0.999905	1	1
మీదికి	మీదికి	మీదికి	0.987545	1	1
జానకి	జానకి	జానకి	0.991782	1	1
కూడ	కూడ	కూడ	0.999904	1	1
రెండు	రెండు	రెండు	0.994760	1	1
శ్వాసను	శ్వానను	శ్వాసను	0.881114	0	1
డగు	డగు	డగు	0.996787	1	1
దర్శనము	దర్శనము	దర్శనము	0.999617	1	1
మీరు	మీరు	మీరు	0.947734	1	1
వారి	నారి	నారి	0.989566	0	0
మొగములు	మొగములు	మొగములు	0.995955	1	1
ప్రక్కకు	ప్రక్కకు	ప్రక్కకు	0.991261	1	1
మనస్సుకి	మనస్సుకి	మనస్సుకి	0.999447	1	1
అర్ధము	అర్థము	అర్థము	0.996008	0	0
వస్తువు	వస్తువు	వస్తువు	0.966188	1	1
లోకానికి	లోకానికి	లోకానికి	0.999520	1	1
యీతడు	యీతడు	యీతడు	0.999054	1	1
ఈయన	ఈయన	ఈయన	0.999471	1	1
అల్లే	అల్లే	అల్లే	0.999004	1	1
దగ్గర	దగ్గర	దగ్గర	0.999902	1	1
గాత్రం	గాత్రం	గాత్రం	0.986306	1	1
యీ	యీ	యీ	0.998629	1	1
మాటలు	మాటలు	మాటలు	0.875843	1	1
స్వచ్ఛము	స్వచ్ఛము	స్వచ్ఛము	0.947836	1	1
కాలము	కాలము	కాలము	0.999608	1	1
బాలకృష్ణుడు	బాలకృష్ణుడు	బాలకృష్ణుడు	0.983061	1	1
తిరుపతిలో	తిరుపతిలో	తిరుపతిలో	0.995353	1	1
పూర్తి	పూర్తి	పూర్తి	0.963069	1	1
యనంతరము	యనంతరము	యనంతరము	0.982533	1	1
ధ్యానానికి	ధ్యానానికి	ధ్యానానికి	0.999628	1	1
కూడ	కూడు	కూడు	0.931305	0	0
అంటే	అంటే	అంటే	0.999398	1	1
కొల్లలుగా	కొల్లలుగా	కొల్లలుగా	0.998619	1	1
బావున్నాయో	బావున్నాయో	బావున్నాయో	0.998909	1	1
శాస్త్రి	శాస్త్రి	శాస్త్రి	0.962546	1	1
శాస్త్రిగారి	శాస్ర్రిగారి	శాస్ర్రిగారి	0.978378	0	0
నుండియు	నుండియు	నుండియు	0.959487	1	1
తిలకం	తిలకం	తిలకం	0.938264	1	1
న్నా	న్నా	న్నా	0.963644	1	1
నీ	నీ	నీ	0.998071	1	1
రామకృష్ణుడు	రామకృష్ణుడు	రామకృష్ణుడు	0.992919	1	1
పడితే	పడితే	పడితే	0.950343	1	1
తత్ర	తత్ర	తత్ర	0.993792	1	1
హక్కులను	హక్కులను	హక్కులను	0.950314	1	1
మూలనుంచి	మూలనుంచి	మూలనుంచి	0.960076	1	1
రానున్న	రానున్న	రానున్న	0.986629	1	1
మన	మన	మన	0.997900	1	1
ధ్యానం	ధ్యానం	ధ్యానం	0.999206	1	1
సాధన	సాధన	సాధన	0.997136	1	1
అని	అని	అని	0.990476	1	1
నిచ్చిన	నిచ్చిన	నిచ్చిన	0.998450	1	1
మనస్సునకు	మనస్సునకు	మనస్సునకు	0.999857	1	1
కాని	కాని	కాని	0.926228	1	1
తృప్తి	తృప్తి	తృప్తి	0.986080	1	1
చిన్న	చిన్న	చిన్న	0.999068	1	1
గడియారం	గడియారం	గడియారం	0.937315	1	1
స్థితి	స్థితి	స్థితి	0.986472	1	1
మనస్సుని	మనస్సుని	మనస్సుని	0.999527	1	1
ఆముక్త	ఆముక్త	ఆముక్త	0.999118	1	1
జీవన్ముక్తి	జీవన్ముక్తి	జీవన్ముక్తి	0.996868	1	1
జూలీ	జూలీ	జూలీ	0.995525	1	1
స్థితియందు	స్థితియందు	స్థితియందు	0.952118	1	1
శ్రీ	శ్రీ	శ్రీ	0.960543	1	1
అంతకు	అంతకు	అంతకు	0.995086	1	1
వెచ్చించిన	వెచ్చించిన	వెచ్చించిన	0.963533	1	1
అంటే	అంటే	అంటే	0.996372	1	1
గ్రంధాలలో	గ్రంధాలలో	గ్రంధాలలో	0.985065	1	1
రాజ్యమును	రాజ్యమును	రాజ్యమును	0.996500	1	1
మొలలో	మొలలో	మొలలో	0.956654	1	1
లేక	లేక	లేక	0.998005	1	1
ఎండిపోయిన	ఎండిపోయిన	ఎండిపోయిన	0.998820	1	1
వారిపై	వారిపై	వారిపై	0.911517	1	1
తా	తా	తా	0.998596	1	1
అష్టాంగ	అష్టాంగ	అష్టాంగ	0.996708	1	1
మాట	మాట	మాట	0.999529	1	1
క్రమేణా	క్రమేణా	క్రమేణా	0.969380	1	1
ఈయన	ఈయన	ఈయన	0.999690	1	1
పోనీయ్	పోనీయ్	పోనీయ్	0.999417	1	1
ఈసరికి	ఈసరికి	ఈసరికి	0.994602	1	1
వక్షస్థలం	వక్షస్థలం	వక్షస్థలం	0.997838	1	1
నీలం	నీలం	నీలం	0.916741	1	1
ప్రదేశములలో	ప్దేశములలో	ప్దేశములలో	0.963595	0	0
మీకు	మీకు	మీకు	0.999343	1	1
ఫ్రెంచివారికి	ఫెంచివారికి	ఫెంచివారికి	0.986192	0	0
సాధనచేస్తూ	సాధనచేస్తూ	సాధనచేస్తూ	0.956617	1	1
రూపముగ	రూపముగ	రూపముగ	0.999605	1	1
యొక్క	యెక్క	యెక్క	0.973298	0	0
కవిత్వం	కవిత్వం	కవిత్వం	0.999879	1	1
మా	మా	మా	0.999470	1	1
ఉన్న	ఉన్న	ఉన్న	0.999830	1	1
అట్టి	అట్టి	అట్టి	0.999375	1	1
వాడు	వాడు	వాడు	0.955104	1	1
చున్న	చున్న	చున్న	0.988904	1	1
మువ్వురు	మవ్వరు	మవ్వరు	0.999523	0	0
తల్లీ	తల్లి	తల్లి	0.974848	0	0
పోయిందా	పోయిందా	పోయిందా	0.938141	1	1
దానిమీద	దానిమీద	దానిమీద	0.999428	1	1
సర్వదర్శన	సర్వదర్శన	సర్వదర్శన	0.987623	1	1
పట్ల	వట్ల	వట్ల	0.968925	0	0
కాలపు	కాలపు	కాలపు	0.998224	1	1
మాత్రమే	మాత్రమే	మాత్రమే	0.991767	1	1
పౌనుల	పౌనుల	పౌనుల	0.975592	1	1
అందుకని	అందుకని	అందుకని	0.973066	1	1
ఆకారంతో	ఆకారంతో	ఆకారంతో	0.947308	1	1
వాడు	వాడు	వాడు	0.995868	1	1
తన	తన	తన	0.999355	1	1
తెలుసు	తెలుసు	తెలుసు	0.975018	1	1
వారికి	వారికి	వారికి	0.995358	1	1
కనుక	కనుక	కనుక	0.982420	1	1
నలు	నలు	నలు	0.929157	1	1
అన్నారు	అన్నారు	అన్నారు	0.999863	1	1
బ్రహ్మ	బ్రహ్ృమ	బ్రహ్మ	0.900590	0	1
పేరు	పేరు	పేరు	0.982808	1	1
ఒకరోజున	ఒకరోజున	ఒకరోజున	0.987808	1	1
వే	వే	వే	0.997898	1	1
వాని	వాని	వాని	0.969907	1	1
నువ్వు	నువ్వు	నువ్వు	0.935704	1	1
సమాధికి	సమాధికి	సమాధికి	0.999662	1	1
వారికిచ్చి	వారికిచ్చి	వారికిచ్చి	0.999329	1	1
నరసింగరావు	నరసింగరావు	నరసింగరావు	0.998122	1	1
చేసుకుంటూ	చేసుకుంటూ	చేసుకుంటూ	0.999765	1	1
రాంబాబు	రాంబాబు	రాంబాబు	0.986692	1	1
వానిని	వానిని	వానిని	0.981929	1	1
ఆకులతో	ఆకులతో	ఆకులతో	0.924906	1	1
యితర	యితర	యితర	0.999289	1	1
పింగళి	పింగళి	పింగళి	0.999142	1	1
ఏమిటో	ఏమిటో	ఏమిటో	0.950662	1	1
యన్న	యన్న	యన్న	0.992226	1	1
అంటే	అంటే	అంటే	0.999596	1	1
మొలత్రాడు	మొలత్రాడు	మొలత్రాడు	0.945800	1	1
ఇంతకంటే	ఇంతకంటే	ఇంతకంటే	0.996951	1	1
నేను	నేను	నేను	0.995000	1	1
నీకు	నీకు	నీకు	0.935962	1	1
విజయనగరాన్ని	విజయనగరాన్ని	విజయనగరాన్ని	0.996711	1	1
సంవత్సరాలు	సంవత్సరాలు	సంవత్సరాలు	0.999663	1	1
వినుట	వినుట	వినుట	0.976724	1	1
దేవుడు	దేవుడు	దేవుడు	0.981044	1	1
తాత్పర్యాలు	తాత్పర్యాలు	తాత్పర్యాలు	0.995916	1	1
చాలా	చాలా	చాలా	0.930275	1	1
జూలీ	జూలీ	జూలీ	0.991933	1	1
టికి	టికి	టికి	0.998029	1	1
గడియారం	గడియారం	గడియారం	0.981348	1	1
తల్లీ	తల్టీ	తల్లీ	0.857402	0	1
తన	తన	తన	0.998820	1	1
అంటే	అంటే	అంటే	0.999255	1	1
చేయువారి	చేయువారి	చేయువారి	0.999267	1	1
ఎక్కడికి	ఎక్కడికి	ఎక్కడికి	0.952255	1	1
సంతానము	సంతానము	సంతానము	0.969047	1	1
అన్ని	అన్ని	అన్ని	0.999820	1	1
సోదరుని	సోదరుని	సోదరుని	0.997137	1	1
ఆంగ్ల	ఆంగ్ల	ఆంగ్ల	0.998401	1	1
వీరి	వీరి	వీరి	0.889950	1	1
మధ్యన	మధ్యన	మధ్యన	0.999164	1	1
కాలము	కాలము	కాలము	0.959759	1	1
గ్రంథాలను	గంథాలను	గంథాలను	0.999365	0	0
అభ్యాసం	అభ్యాసం	అభ్యాసం	0.988480	1	1
ప్రాంతా	ప్ర్రాంతా	ప్ర్రాంతా	0.969890	0	0
యూనివర్సిటీ	యానివర్సిటీ	యానివర్సిటీ	0.977965	0	0
చివరి	చివరి	చివరి	0.998710	1	1
ఒకప్రక్క	ఒకప్రక్క	ఒకప్రక్క	0.999916	1	1
నోట	నోట	నోట	0.999010	1	1
ఒంటరిగా	ఒంటరిగా	ఒంటరిగా	0.999776	1	1
విరోధులైన	విరోధునైన	విరోధులైన	0.917188	0	1
యాత్రచేసి	యాత్రచేసి	యాత్రచేసి	0.959554	1	1
రాజవంశాలు	రాజవంశాలు	రాజవంశాలు	0.953943	1	1
అవి	అవి	అవి	0.998410	1	1
అని	అని	అని	0.985654	1	1
రూపం	రూపం	రూపం	0.999068	1	1
మనస్సుతో	మనస్సుతో	మనస్సుతో	0.999503	1	1
ఈతనియందు	ఈుతనియందు	ఈతనియందు	0.917438	0	1
నందు	నందు	నందు	0.997403	1	1
దేహము	దేహము	దేహము	0.967784	1	1
లేకపోతే	లేకపోతే	లేకపోతే	0.999581	1	1
కూర్చుండ	కూర్చుండ	కూర్చుండ	0.959658	1	1
మే	మే	మే	0.986260	1	1
మూడు	మూడు	మూడు	0.873006	1	1
గంటలు	గంటలు	గంటలు	0.981599	1	1
క్రొత్త	క్రొత్త	క్రొత్త	0.979635	1	1
తప్ప	తప్ప	తప్ప	0.999493	1	1
ప్రతీకారము	ప్రతీకారము	ప్రతీకారము	0.992705	1	1
రాజ్య	రాజ్య	రాజ్య	0.983321	1	1
ఎలా	ఎలా	ఎలా	0.999637	1	1
వ్రాయ	వ్రాయ	వ్రాయ	0.996602	1	1
మళ్ళీ	మళ్ళీ	మళ్ళీ	0.999507	1	1
కాకపోతే	కాకపోతే	కాకపోతే	0.999708	1	1
యింకా	యింకా	యింకా	0.999768	1	1
శ్రీ	శ్రీ	శ్రీ	0.942335	1	1
కలదు	కలదు	కలదు	0.999837	1	1
మూడు	మూడు	మూడు	0.975471	1	1
మీద	మీద	మీద	0.999736	1	1
వస్తువును	వస్తువును	వస్తువును	0.990853	1	1
యొక్క	యొకర	యొక	0.895062	0	0
రాసిన	రాసిన	రాసిన	0.964442	1	1
కాని	కౌని	కౌని	0.983085	0	0
తమకు	తమకు	తమకు	0.999704	1	1
జపతపాదులు	జపతపాదులు	జపతపాదులు	0.959300	1	1
స్వామిని	స్వామిని	స్వామిని	0.999875	1	1
రూపాయ	రూపాయ	రూపాయ	0.998927	1	1
మూడవ	మూడవ	మూడవ	0.935157	1	1
కనిపిస్తారు	కనిపిస్తారు	కనిపిస్తారు	0.999467	1	1
అనేక	అనేక	అనేక	0.998651	1	1
తత్వం	తత్వం	తత్వం	0.999874	1	1
ధ్యానం	ధ్యానం	ధ్యానం	0.999457	1	1
యుండెను	యుండెను	యుండెను	0.999496	1	1
తలో	తలో	తలో	0.997751	1	1
ధ్యానం	ధ్యానం	ధ్యానం	0.999133	1	1
నెమలి	నెమలి	నెమలి	0.994443	1	1
మతాను	మతాను	మతాను	0.961830	1	1
హుకుం	హకుం	హకుం	0.999489	0	0
అధ్యాయంలో	అధ్యాయంలో	అధ్యాయంలో	0.988376	1	1
కెట్టి	కెట్ిి	కెట్టి	0.825133	0	1
వానిని	వానిని	వానిని	0.999659	1	1
మా	మా	మా	0.999039	1	1
యింగ్లీషు	యింర్లీషు	యింగ్లీషు	0.889963	0	1
భావన	భావన	భావన	0.999149	1	1
చిన్నరి	చిన్సరి	చిన్నరి	0.900756	0	1
రెండు	రెండు	రెండు	0.996077	1	1
పడుచున్న	పడుచున్న	పడుచున్న	0.993123	1	1
చూచి	చూచి	చూచి	0.999242	1	1
స్పృహరాగానే	స్పృహరాగానే	స్పృహరాగానే	0.987685	1	1
పెద్దల	పెద్దల	పెద్దల	0.999698	1	1
పినతండ్రి	పినతండిి	పినతండిి	0.984009	0	0
వారు	వారు	వారు	0.989274	1	1
పూర్ణముగ	ప్పూణముగ	ప్రాణము	0.905006	0	0
శాస్త్రిగారు	శాస్త్రిగారు	శాస్త్రిగారు	0.931625	1	1
మహత్యంలో	మహత్యంలో	మహత్యంలో	0.956277	1	1
బాధలను	బాధలను	బాధలను	0.932666	1	1
అట్లు	అ్ు	అను	0.895619	0	0
అలాగే	అలాగే	అలాగే	0.993966	1	1
వర్తకుల	వర్తకుల	వర్తకుల	0.999327	1	1
రాంబాబు	రాంబాబు	రాంబాబు	0.980425	1	1
వంకరపోయి	వంకరపోయి	వంకరపోయి	0.999033	1	1

WRR_Before_PostProcessing	0.9022
CRR_Before_PostProcessing	0.9769
WRR_After_PostProcessing	0.9238
CRR_After_PostProcessing	0.9795

======== POST-PROCESSING ANALYSIS ========
✅ Words compared with dictionary: 59
[Corrected] Line 49: చంద్ర	చందర	చంద్ర	0.795769	0	1
[Corrected] Line 85: ఉచ్ఛ్వాస	ఉచ్ఛావాస	ఉచ్ఛ్వాస	0.850181	0	1
[Corrected] Line 98: స్పర్థలు	సప్పిలు	సప్పులు	0.790600	0	0
[Corrected] Line 118: సుజా	నుజా	నిజా	0.814337	0	0
[Corrected] Line 283: యిట్టి	యిటి	యిది	0.826178	0	0
[Corrected] Line 316: మేనేజింగ్	మేనెజింగ్	మేనేజింగ్	0.947341	0	1
[Corrected] Line 346: ప్రకారము	ప్కారము	ప్రకారము	0.941515	0	1
[Corrected] Line 350: పాటించి	పాటిచి	పాటించి	0.940008	0	1
[Corrected] Line 367: యింగ్లీషు	యిళ్లిషు	యిళ్లు	0.871043	0	0
[Corrected] Line 436: చేయుటకై	చేయురనై	చేయును	0.873044	0	0
[Corrected] Line 440: ఒడలు	ఒడులు	ఒడలు	0.918561	0	1
[Corrected] Line 452: అన్న	అస్న	అన్న	0.893598	0	1
[Corrected] Line 455: నిష్క	నిమర్ా	విమర్శ	0.800825	0	0
[Corrected] Line 493: ఫ్యాక్టరీని	ఫ్యాట్టరీని	ఫ్యాక్టరీని	0.854828	0	1
[Corrected] Line 496: అతడు	ఆతదు	ఆగదు	0.803578	0	0
[Corrected] Line 502: పాలించిన	ప్రాలించిన	ప్రకటించిన	0.947246	0	0
[Corrected] Line 516: ఇక్కడ	ఇకండు	కండు	0.829208	0	0
[Corrected] Line 567: చూస్తుంది	చూస్తుంచి	చూస్తుంది	0.922353	0	1
[Corrected] Line 581: తిరుపతిలో	తిరుపళిలో	తిరుపతిలో	0.916005	0	1
[Corrected] Line 590: మాత్రము	మాత్రరిము	మాత్రము	0.911867	0	1
[Corrected] Line 604: అతడు	ఆతడు	అతడు	0.905878	0	1
[Corrected] Line 637: గొప్ప	గిొప్ప	గొప్ప	0.878492	0	1
[Corrected] Line 664: వెంటనే	నెంటనే	వెంటనే	0.931448	0	1
[Corrected] Line 680: గవర్నర్	గవర్నక్	గవర్నర్	0.931336	0	1
[Corrected] Line 690: షు	ప	పై	0.600126	0	0
[Corrected] Line 721: లు	ఆ	ఆట	0.927768	0	0
[Corrected] Line 726: శాంతింప	శాతింప	శాంతింప	0.948891	0	1
[Corrected] Line 755: ఇంగ్లీషు	ఇంశ్ల్షు	ఇంగ్లీషు	0.826365	0	1
[Corrected] Line 795: కావ	వావ	వా	0.880849	0	0
[Corrected] Line 799: నౌకర్లు	నాకెప్ు	నాకెవరు	0.765305	0	0
[Corrected] Line 819: శాస్త్రిగారి	శాస్ర్రిగారి	శాస్త్రిగారి	0.907749	0	1
[Corrected] Line 890: స్వార్థపరులు	స్వాధ్భపరులు	స్వార్థపరులు	0.900537	0	1
[Corrected] Line 931: ఎన్నొ	ఎన్ొ	ఎన్	0.885530	0	0
[Corrected] Line 952: త్రిప్పుటకు	త్ిప్పుటకు	త్రిప్పుటకు	0.895237	0	1
[Corrected] Line 959: వృద్ధి	వృధి	విధి	0.937927	0	0
[Corrected] Line 986: మీఁద	మోఁద	మోద	0.871962	0	0
[Corrected] Line 988: తి	క	ఒక	0.333046	0	0
[Corrected] Line 992: రూపాయల	సూపాయల	రూపాయల	0.933746	0	1
[Corrected] Line 998: పినతండ్రి	పినతండిరి	పినతండ్రి	0.904390	0	1
[Corrected] Line 1034: నాల్గు	నాల్లు	నాల్గు	0.938121	0	1
[Corrected] Line 1080: కలకత్తాలోని	కలకన్తాలోని	కలకత్తాలోని	0.882056	0	1
[Corrected] Line 1103: ఫ్రెంచి	ఫెంచి	పెంచి	0.883077	0	0
[Corrected] Line 1108: సరిగానే	నగిగానే	సరిగానే	0.895100	0	1
[Corrected] Line 1119: నిలబడ్డ	కిలబబడ్డ	నిలబడ్డ	0.770169	0	1
[Corrected] Line 1126: కొంత	కొనత	కొంత	0.822679	0	1
[Corrected] Line 1240: కండ్ల	కంప్లు	కండ్లు	0.894441	0	0
[Corrected] Line 1258: నడచి	నడుచి	నడిచి	0.932224	0	0
[Corrected] Line 1356: వృద్ధి	వృధి	విధి	0.882947	0	0
[Corrected] Line 1389: శ్వాసను	శ్వానను	శ్వాసను	0.881114	0	1
[Corrected] Line 1495: బ్రహ్మ	బ్రహ్ృమ	బ్రహ్మ	0.900590	0	1
[Corrected] Line 1526: తల్లీ	తల్టీ	తల్లీ	0.857402	0	1
[Corrected] Line 1546: విరోధులైన	విరోధునైన	విరోధులైన	0.917188	0	1
[Corrected] Line 1553: ఈతనియందు	ఈుతనియందు	ఈతనియందు	0.917438	0	1
[Corrected] Line 1575: యొక్క	యొకర	యొక	0.895062	0	0
[Corrected] Line 1594: కెట్టి	కెట్ిి	కెట్టి	0.825133	0	1
[Corrected] Line 1597: యింగ్లీషు	యింర్లీషు	యింగ్లీషు	0.889963	0	1
[Corrected] Line 1599: చిన్నరి	చిన్సరి	చిన్నరి	0.900756	0	1
[Corrected] Line 1607: పూర్ణముగ	ప్పూణముగ	ప్రాణము	0.905006	0	0
[Corrected] Line 1611: అట్లు	అ్ు	అను	0.895619	0	0

❌ Skipped Low-Prob (no correction found): 0

⚠️ High-Confidence Wrong Predictions Skipped: 77
[HighConfWrong] Line 22: ఆటలాడి	అటలాడి	అటలాడి	0.992538	0	0
[HighConfWrong] Line 43: దూడను	దూడును	దూడును	0.989595	0	0
[HighConfWrong] Line 69: రోజులలో	కోజులలో	కోజులలో	0.985051	0	0
[HighConfWrong] Line 77: జాగ్రత్తగ	జాగత్తగనే	జాగత్తగనే	0.994268	0	0
[HighConfWrong] Line 82: దర్శించునపుడు	దశ్శించునపుడు	దశ్శించునపుడు	0.966971	0	0
[HighConfWrong] Line 116: ఫిర్యాదు	ఫీర్యాదు	ఫీర్యాదు	0.988328	0	0
[HighConfWrong] Line 184: గుస	గన	గన	0.988142	0	0
[HighConfWrong] Line 223: ప్రసంగవశమున	ప్రనంగవశమున	ప్రనంగవశమున	0.963565	0	0
[HighConfWrong] Line 226: కాకపోయినను	కాకపోంునను	కాకపోంునను	0.959555	0	0
[HighConfWrong] Line 230: ఫ్రెంచివారు	ఫెంచివారు	ఫెంచివారు	0.959388	0	0
[HighConfWrong] Line 247: ఫ్యాక్టరీ	ఫ్యాక్షరీ	ఫ్యాక్షరీ	0.965181	0	0
[HighConfWrong] Line 256: కనుపాప	కనుపావ	కనుపావ	0.950975	0	0
[HighConfWrong] Line 273: సుబ్రహ్మణ్యేశ్వర	సుబ్రహ్మణ్యోశ్వర	సుబ్రహ్మణ్యోశ్వర	0.956028	0	0
[HighConfWrong] Line 303: హుకుం	హకుం	హకుం	0.973242	0	0
[HighConfWrong] Line 305: విద్యాబుద్ధులు	విద్యాబుద్ధలు	విద్యాబుద్ధలు	0.983496	0	0
[HighConfWrong] Line 319: వారిని	నారిని	నారిని	0.950123	0	0
[HighConfWrong] Line 321: యిక్కడి	యిక్కఢి	యిక్కఢి	0.963693	0	0
[HighConfWrong] Line 358: మె	వెం	వెం	0.998375	0	0
[HighConfWrong] Line 381: సిరిసంపదలతో	సిరిసఁపదలతో	సిరిసఁపదలతో	0.970812	0	0
[HighConfWrong] Line 391: పెక్కుమంది	వెక్కుమంది	వెక్కుమంది	0.950129	0	0
[HighConfWrong] Line 402: శంకర	భంకర	భంకర	0.968953	0	0
[HighConfWrong] Line 417: పెట్టీ	పెట్టి	పెట్టి	0.981324	0	0
[HighConfWrong] Line 428: క్లిష్ట	కిష్ట	కిష్ట	0.988442	0	0
[HighConfWrong] Line 431: చరిత్రలో	చిత్రలో	చిత్రలో	0.954231	0	0
[HighConfWrong] Line 432: నిద్రలోని	నిదరలోని	నిదరలోని	0.978624	0	0
[HighConfWrong] Line 474: సహజముగ	సహజమగ	సహజమగ	0.998064	0	0
[HighConfWrong] Line 486: ఉలా	ఉాలా	ఉాలా	0.973510	0	0
[HighConfWrong] Line 490: నెల్లూరు	నెల్లూర్తు	నెల్లూర్తు	0.985783	0	0
[HighConfWrong] Line 568: తక్షణమే	తక్షుణమే	తక్షుణమే	0.992420	0	0
[HighConfWrong] Line 582: సంపత్తి	సంపతతి	సంపతతి	0.968464	0	0
[HighConfWrong] Line 621: ఆర్మీనియన్	ఆర్మనియన్	ఆర్మనియన్	0.972250	0	0
[HighConfWrong] Line 626: జరిగినచో	జరగినఛో	జరగినఛో	0.996317	0	0
[HighConfWrong] Line 655: అతనిపై	ఆతనిపై	ఆతనిపై	0.995293	0	0
[HighConfWrong] Line 671: రాష్ట్రమునకు	రాట్టమునకు	రాట్టమునకు	0.975133	0	0
[HighConfWrong] Line 679: వలసల	నలసల	నలసల	0.982878	0	0
[HighConfWrong] Line 692: పుత్రుడగు	పుతుడగు	పుతుడగు	0.998465	0	0
[HighConfWrong] Line 694: అతని	ఆతని	ఆతని	0.995496	0	0
[HighConfWrong] Line 702: అతని	ఆతని	ఆతని	0.997044	0	0
[HighConfWrong] Line 733: విజయోత్సవం	విజయోత్పవం	విజయోత్పవం	0.978125	0	0
[HighConfWrong] Line 754: స్థైర్యము	సైర్యము	సైర్యము	0.975876	0	0
[HighConfWrong] Line 818: చక్రము	చక్ము	చక్ము	0.991683	0	0
[HighConfWrong] Line 831: అన్నారు	న్నారు	న్నారు	0.998675	0	0
[HighConfWrong] Line 838: ప్రసాదము	పసాదము	పసాదము	0.952407	0	0
[HighConfWrong] Line 846: నొక్కక	నొకక	నొకక	0.995299	0	0
[HighConfWrong] Line 860: శాస్త్రము	శాస్ర్రము	శాస్ర్రము	0.978620	0	0
[HighConfWrong] Line 888: మూలతత్వం	మూలత్వం	మూలత్వం	0.987857	0	0
[HighConfWrong] Line 953: వచ్చి	నచ్చి	నచ్చి	0.981132	0	0
[HighConfWrong] Line 965: వర్తకుల	నరకుల	నరకుల	0.969004	0	0
[HighConfWrong] Line 983: క్రమముగ	క్మముగ	క్మముగ	0.971677	0	0
[HighConfWrong] Line 1042: నజరానాలు	నజరానాల	నజరానాల	0.995093	0	0
[HighConfWrong] Line 1049: యుండి	యుండు	యుండు	0.997785	0	0
[HighConfWrong] Line 1062: ఈతనియందు	ఈతనియండు	ఈతనియండు	0.954568	0	0
[HighConfWrong] Line 1066: ఆటలు	అటలు	అటలు	0.971653	0	0
[HighConfWrong] Line 1099: ప్రజలచే	పజలచే	పజలచే	0.957515	0	0
[HighConfWrong] Line 1130: నిద్రలోని	నిద్్రలోని	నిద్్రలోని	0.955500	0	0
[HighConfWrong] Line 1197: యెల్ల	యె	యె	0.998850	0	0
[HighConfWrong] Line 1215: తీవ్రముగ	తీవముగ	తీవముగ	0.999225	0	0
[HighConfWrong] Line 1235: స్మార్త	స్కార్త	స్కార్త	0.984902	0	0
[HighConfWrong] Line 1251: స్వీకరించిన	స్వికరించిన	స్వికరించిన	0.990596	0	0
[HighConfWrong] Line 1280: మాత్రము	మాతరిము	మాతరిము	0.959008	0	0
[HighConfWrong] Line 1322: శాస్త్రిగారు	శాస్ర్రిగారు	శాస్ర్రిగారు	0.964981	0	0
[HighConfWrong] Line 1335: మద్దతు	మద్ధతు	మద్ధతు	0.961831	0	0
[HighConfWrong] Line 1393: వారి	నారి	నారి	0.989566	0	0
[HighConfWrong] Line 1397: అర్ధము	అర్థము	అర్థము	0.996008	0	0
[HighConfWrong] Line 1419: శాస్త్రిగారి	శాస్ర్రిగారి	శాస్ర్రిగారి	0.978378	0	0
[HighConfWrong] Line 1465: ప్రదేశములలో	ప్దేశములలో	ప్దేశములలో	0.963595	0	0
[HighConfWrong] Line 1467: ఫ్రెంచివారికి	ఫెంచివారికి	ఫెంచివారికి	0.986192	0	0
[HighConfWrong] Line 1470: యొక్క	యెక్క	యెక్క	0.973298	0	0
[HighConfWrong] Line 1477: మువ్వురు	మవ్వరు	మవ్వరు	0.999523	0	0
[HighConfWrong] Line 1478: తల్లీ	తల్లి	తల్లి	0.974848	0	0
[HighConfWrong] Line 1482: పట్ల	వట్ల	వట్ల	0.968925	0	0
[HighConfWrong] Line 1538: గ్రంథాలను	గంథాలను	గంథాలను	0.999365	0	0
[HighConfWrong] Line 1540: ప్రాంతా	ప్ర్రాంతా	ప్ర్రాంతా	0.969890	0	0
[HighConfWrong] Line 1541: యూనివర్సిటీ	యానివర్సిటీ	యానివర్సిటీ	0.977965	0	0
[HighConfWrong] Line 1577: కాని	కౌని	కౌని	0.983085	0	0
[HighConfWrong] Line 1592: హుకుం	హకుం	హకుం	0.999489	0	0
[HighConfWrong] Line 1605: పినతండ్రి	పినతండిి	పినతండిి	0.984009	0	0
