GT	Pred	Corrected	Prob	WRR_Correct	Post_WRR_Correct
కండ్ల	కంప్లు	కండ్లు	0.8944	0	0
ఇక	ఇక	ఇక	0.9998	1	1
నీకు	నీకు	నీకు	0.9010	1	1
లేదు.	లేదు.	లేదు.	0.9979	1	1
హృదయంలో	హృదయంలో	హృదయంలో	0.9325	1	1
మురళీకృష్ణగారు.	మురళీకృష్టగారు.	మురళీకృష్టగారు.	0.9894	0	0
''నువ్వు	"నువ్వు	"నువ్వు	0.9952	0	0
తిన్నగా	తిన్నగా	తిన్నగా	0.9998	1	1
అన్నాడు.	అన్నాడు.	అన్నాడు.	0.9973	1	1
కలపటం	కలపటం	కలపటం	0.9996	1	1
అలాంటి	అలాంటి	అలాంటి	0.9382	1	1
స్వరూపశూన్యమివ	స్వరూపశూన్యమివ	స్వరూపశూన్యమివ	0.9940	1	1
చూసుకోవాలి.	చూసుకోవాలి.	చూసుకోవాలి.	0.9991	1	1
పెద్దమ్మ	పెద్దమ్మ-	పెద్దమ్మ-	0.9294	0	0
బుసగొట్టు	బునగొట్టు	బునగొట్టు	0.9607	0	0
వెర్రిగా	వెర్రిగా	వెర్రిగా	0.9911	1	1
వాడుక	వాడుక	వాడుక	0.9942	1	1
విష్ణు	విష్ణు	విష్ణు	0.9846	1	1
ఇంటనే	ఇంటనే	ఇంటనే	0.9997	1	1
చేరెను.	చేరెను'	చేరెను'	0.9484	0	0
పంచదశి,	పంచదశి,	పంచదశి,	0.9984	1	1
స్వీకరించిన	స్వికరించిన	స్వికరించిన	0.9906	0	0
మిషవెట్టి	మిషవెట్టి	మిషవెట్టి	0.9570	1	1
చేసితిని	చేసితిని.	చేసితిని.	0.9058	0	0
అలా	అలా	అలా	0.9287	1	1
ఆ	ఆ	ఆ	0.9992	1	1
అయిన	అయిన	అయిన	0.9981	1	1
ఏది?	ఏది?	ఏది?	0.9995	1	1
బాలుఁడు	బాలుఁడు	బాలుఁడు	0.9963	1	1
కొందరి	కొందరి	కొందరి	0.9996	1	1
సాహసించి	సాహసించి	సాహసించి	0.9855	1	1
ఈ	ఈ	ఈ	0.9999	1	1
జూపెను.	జూపెను.	జూపెను.	0.9953	1	1
కృష్ణుడుంటాడు.	కృష్ణుడుంటాడు.	కృష్ణుడుంటాడు.	0.9657	1	1
ఆకస్మికముగ,	ఆకస్మికముగ,	ఆకస్మికముగ,	0.9790	1	1
యభ్యంత	యభ్యంత	యభ్యంత	0.9652	1	1
వారిలో	వారిలో	వారిలో	0.9996	1	1
నడచి	నడుచి	నడుచి	0.9322	0	0
వీడియో	వీడియో	వీడియో	0.9623	1	1
ఆ	ఆ	ఆ	0.9987	1	1
సర్దిరి.	సర్దిరి.	సర్దిరి.	0.8489	1	1
ధ్యానము.	ధ్యానము.	ధ్యానము.	0.9601	1	1
చేసుకున్నామో	చేసుకున్నామో	చేసుకున్నామో	0.9831	1	1
నేను	నేను	నేను	0.9722	1	1
మహత్యము,	మహత్యము,	మహత్యము,	0.9996	1	1
మొదటిపాలకుడు.	మొదటిపాలకుడు.	మొదటిపాలకుడు.	0.9860	1	1
వదలుకొన్న	వదలుకొన్న	వదలుకొన్న	0.9726	1	1
చిన్నరి	చిన్నరి	చిన్నరి	0.9907	1	1
ఎలా	ఎలా	ఎలా	0.9999	1	1
అవసరమయ్యెను	అవసరమయ్యెను.	అవసరమయ్యెను.	0.9728	0	0
నాలుగు	నాలుగు	నాలుగు	0.9559	1	1
వాకిలివఱకు	వాకిలివఱకు	వాకిలివఱకు	0.9815	1	1
లయ్యెను.	లయ్యెను.	లయ్యెను.	0.9987	1	1
రంగుండదు.	రంగుండదు.	రంగుండదు.	0.9990	1	1
తన	తన	తన	0.9991	1	1
నీ	నీ	నీ	0.9991	1	1
వచ్చెను.	వచ్చెను.	వచ్చెను.	0.9880	1	1
అని	అని	అని	0.9993	1	1
రాదు''.	రాదు."	రాదు."	0.8960	0	0
కప్పుల	కప్పుల	కప్పుల	0.9396	1	1
వర్తకులు	వర్తకులు	వర్తకులు	0.9914	1	1
వారు	వారు	వారు	0.9899	1	1
ఇట్లాంటి	ఇట్లాంటి	ఇట్లాంటి	0.9984	1	1
ఈ	ఈ	ఈ	1.0000	1	1
మొక్కుల	మొక్కుల	మొక్కుల	0.9981	1	1
చెప్పేసాడు.	చెప్పేసాడు.	చెప్పేసాడు.	0.9689	1	1
అలా	అలా	అలా	0.8978	1	1
చెప్పిరి.	చెప్పిరి.	చెప్పిరి.	0.9631	1	1
కటకటపడి	కటకటపడి	కటకటపడి	0.9833	1	1
దుగ్గుణములు	దుర్గుణములు	దుర్గుణములు	0.8810	0	0
స్మరణము	స్మరణము	స్మరణము	0.9921	1	1
లేదు.	లేదు.	లేదు.	0.9970	1	1
నాతనికి ఓర్పు	నాతనికిఓర్పు	నాతనికిఓర్పు	0.9723	0	0
పా  -	పా	పా	0.9965	0	0
తల్లిలో	తల్లిలో	తల్లిలో	0.9503	1	1
పై	పై	పై	0.9996	1	1
పెద్ద	పెద్ద	పెద్ద	0.9975	1	1
సచ్చిదానందము,	సచ్చిదానందము,	సచ్చిదానందము,	0.9979	1	1
ఉన్నది.	ఉన్నది.	ఉన్నది.	0.9995	1	1
తిరిగిరాని	తిరిగిరాని	తిరిగిరాని	0.9738	1	1
నెఱపుచున్నవారు	నెఱపుచున్నవారు	నెఱపుచున్నవారు	0.9663	1	1
హాస్యం	హాస్యం	హాస్యం	0.9997	1	1
యోడలను	యోడలను	యోడలను	0.9983	1	1
మాత్రము	మాతరిము	మాతరిము	0.9590	0	0
పెద్దల	పెద్దల	పెద్దల	0.9996	1	1
ఎంతసేపు	ఎంతసేపు	ఎంతసేపు	0.9701	1	1
ఏనాడో	ఏనాడో	ఏనాడో	0.9971	1	1
యీతడు	యీతడు	యీతడు	0.9991	1	1
దేశము	దేశము	దేశము	0.9997	1	1
దోలలాడు	దోలలాడు	దోలలాడు	0.9720	1	1
గాక,	గాక,	గాక,	0.9952	1	1
చెప్పినదే.	చెప్పినదే.	చెప్పినదే.	0.9984	1	1
కరిగిపోతూ|	కరిగిపోతూ!	కరిగిపోతూ!	0.9995	0	0
ఎక్కడికి	ఎక్కడికి	ఎక్కడికి	0.9869	1	1
వ్రాసి	నారసి	నారసి	0.9391	0	0
మార్గప్రవర్తకులుగా	మార్గప్రవర్తకులుగా	మార్గప్రవర్తకులుగా	0.9820	1	1
ఆవుని	ఆవుని	ఆవుని	0.9511	1	1
సీమలోని	సీమలోని	సీమలోని	0.9996	1	1
చీలమండలు	చీలమండలు	చీలమండలు	0.9972	1	1
చేయుచుండెడివాడు.	చేయుచుండెడినాడు.	చేయుచుండెడినాడు.	0.9535	0	0
బంగాళా	బంగాళా	బంగాళా	0.9574	1	1
ఉన్నటువంటి	ఉన్నటువంటి	ఉన్నటువంటి	0.9597	1	1
వేయడం	వేయడం	వేయడం	0.9995	1	1
పూతల	పూతల	పూతల	0.9997	1	1
3.	3.	3.	0.9642	1	1
చాల	చాల	చాల	0.9994	1	1
వలె	వలె	వలె	0.8728	1	1
ఝణా	ఝణా	ఝణా	0.9980	1	1
నృత్యం	నృత్యం	నృత్యం	0.9964	1	1
పోయిన	పోయిన	పోయిన	0.9996	1	1
స్థాపన	స్థాపన	స్థాపన	0.9816	1	1
పైగానున్న	పైగానున్న	పైగానున్న	0.9992	1	1
యుండెను.	యుపెను.	యుపెను.	0.9190	0	0
ఆమెకి.	ఆమెకి.	ఆమెకి.	0.9888	1	1
ముళ్ళు	ముళ్ళు	ముళ్ళు	0.9942	1	1
యీతనికి	యీతనికి	యీతనికి	0.9967	1	1
నేర్చుకుంటాడో	నేర్చుకుంటాడో	నేర్చుకుంటాడో	0.9668	1	1
దివ్యానుగ్రహము!''	కదివ్యానుగ్రహము!"	కదివ్యానుగ్రహము!"	0.9179	0	0
తీసుకుంటే	తీసుకుంటే	తీసుకుంటే	0.9980	1	1
వారు.	వారు.	వారు.	0.9855	1	1
శాస్త్రాధ్యాపకులుగా	శాస్రాధ్యావకులుగా	శాస్రాధ్యావకులుగా	0.9014	0	0
నష్టపరిహార	నష్టపరిహార	నష్టపరిహార	0.9261	1	1
అఁజూరా,	అఁజూరా,	అఁజూరా,	0.9901	1	1
తెలుస్తుంది.	తెలుస్తుంది.	తెలుస్తుంది.	0.9994	1	1
పనికొస్తుంది.	పనికొస్తుంది.	పనికొస్తుంది.	0.9878	1	1
అన్నింటిలోను	అన్నింటిలోను	అన్నింటిలోను	0.9955	1	1
,	వవేకము,	వవేకము,	0.9971	0	0
ప్రవేశించినప్పటి	ప్రవేశించినప్పటి	ప్రవేశించినప్పటి	0.9587	1	1
నుండియుండవచ్చును.	నుండియుండవచ్చును.	నుండియుండవచ్చును.	0.9760	1	1
దేహం	దేహం	దేహం	0.9997	1	1
ఎంతకాలమైనా	ఎంతకాలమైనా	ఎంతకాలమైనా	0.9624	1	1
మనుచరిత్ర	మనుచరిత్ర	మనుచరిత్ర	0.9928	1	1
మాట్లాడి	మాట్లాడి	మాట్లాడి	0.9991	1	1
కనిపిస్తారు.	కనిపిస్తారు.	కనిపిస్తారు.	0.9624	1	1
మున్నగు	మున్నగు	మున్నగు	0.9880	1	1
ఆ	ఆ	ఆ	0.9988	1	1
యింతలోనే,	యింతలోనే,	యింతలోనే,	0.9985	1	1
అప్పజెప్పు.	అప్పజెప్పు.	అప్పజెప్పు.	0.9886	1	1
డనియు,	డనియు,	డనియు,	0.9955	1	1
తుమ్మెద	తుమ్మెద	తుమ్మెద	0.9416	1	1
మీరు	మీరు	మీరు	0.9995	1	1
+	-	-	0.9934	0	0
ఎప్పటికి	ఎప్పటికి	ఎప్పటికి	0.9993	1	1
లేకుండా	లేకుండా	లేకుండా	0.9969	1	1
చేసాం.	చేసాం.	చేసాం.	0.9950	1	1
లోపలికి	లోపలికి	లోపలికి	0.9389	1	1
లేదనియు	లేదనియు	లేదనియు	0.9532	1	1
పడెను.	పడెను.	పడెను.	0.9959	1	1
పాదాలు	పాదాలు	పాదాలు	0.9499	1	1
మాట్లాడాడు.	మాట్లాడాడు.	మాట్లాడాడు.	0.9756	1	1
నుంచి	నుంచి	నుంచి	0.9990	1	1
సమాధిః	సమాధిః	సమాధిః	0.9891	1	1
గ్రంథాలను	గ్రంథాలను	గ్రంథాలను	0.9975	1	1
మున	మున	మున	0.9402	1	1
వచ్చినటువంటి	వచ్చినటువంటి	వచ్చినటువంటి	0.9758	1	1
యంత్రానికి,	యంత్రానికి,	యంత్రానికి,	0.9426	1	1
క్రిందట	క్రిందట	క్రిందట	0.9914	1	1
ఆకస్మికముగ	ఆకన్మికముగ	ఆకన్మికముగ	0.9800	0	0
శాస్త్రిగారు	శాస్ర్రిగారు	శాస్ర్రిగారు	0.9650	0	0
నాకేలనె	నాకేలనె	నాకేలనె	0.9979	1	1
తెలియదు.	తెలియదు.	తెలియదు.	0.9805	1	1
హెచ్చుగా	హెచ్చుగా	హెచ్చుగా	0.9992	1	1
మెడ	మెడ	మెడ	0.9998	1	1
జారిపోతాయి.	జారిపోతాయి.	జారిపోతాయి.	0.9643	1	1
గౌరన	గౌరన	గౌరన	0.9929	1	1
దిక్	దికి	దికి	0.8956	0	0
ఉండచ్చు.	ఉండచ్చు.	ఉండచ్చు.	0.9541	1	1
వాడికి	వాడికి	వాడికి	0.9451	1	1
ఇట్టి	ఇట్టి	ఇట్టి	0.8958	1	1
వెడలగొట్టెదమని	వెడలగొట్టెదమని	వెడలగొట్టెదమని	0.9599	1	1
మనస్సు	మనస్సు	మనస్సు	0.9997	1	1
షరతులనెత్తి జూపి,	షరతులనెత్తిజూపి,	షరతులనెత్తిజూపి,	0.9560	0	0
తడుపుకొనునే	తడువుకొనునే	తడువుకొనునే	0.9642	0	0
బూడిద	బూడిద	బూడిద	0.9195	1	1
ప్రకటనానంతరం	ప్రకటనానంతరం	ప్రకటనానంతరం	0.9181	1	1
విధముగ	ఒకవిధముగ	ఒకవిధముగ	0.9209	0	0
ధూర్జటి	ధూర్జటి	ధూర్జటి	0.9994	1	1
ఈ	ఈ	ఈ	0.9999	1	1
నిర్భాసం	నిర్భాసం'	నిర్భాసం'	0.9935	0	0
రంగులు	రంగులు	రంగులు	0.9999	1	1
వాళ్ళు	వాళ్ళు	వాళ్ళు	0.9908	1	1
కృష్ణతత్వం	కృష్ణతత్వం	కృష్ణతత్వం	0.9909	1	1
మద్దతు	మద్ధతు	మద్ధతు	0.9618	0	0
అప్పుడు	అప్పుడు	అప్పుడు	0.9584	1	1
అనంతం.	అనంతం.	అనంతం.	0.9915	1	1
జరిగాక	జరిగాక	జరిగాక	0.9998	1	1
మనం	మనం	మనం	0.9988	1	1
పరిచయాలు	పరిచయాలు	పరిచయాలు	0.9514	1	1
యెట్లబ్బగలవు?	యెట్లబ్బగలవు?	యెట్లబ్బగలవు?	0.9627	1	1
పైత్య	పైత్య	పైత్య	0.9993	1	1
వదిలి	వదిలి	వదిలి	0.9981	1	1
వారి	వారి	వారి	0.9265	1	1
మొదట	మొదట	మొదట	0.9996	1	1
ఆ	ఆ	ఆ	0.9990	1	1
తేడా	తేడా	తేడా	0.9985	1	1
రాజ్యపాలనయందు	రాజ్యపాలనయందు	రాజ్యపాలనయందు	0.9960	1	1
మరునాఁ	మరునాఁ	మరునాఁ	0.9979	1	1
రంగులు	రంగులు	రంగులు	0.9999	1	1
లాభము	లాభము	లాభము	0.9300	1	1
వచ్చి	వచ్చి	వచ్చి	0.9995	1	1
బెదరింపులకు	బెవరింపులకు	బెవరింపులకు	0.8869	0	0
౪ ౨	-	-	0.2757	0	0
ధ్యానం	ధ్యానం	ధ్యానం	0.9995	1	1
భార్య	భార్య	భార్య	0.9996	1	1
డాక్టరు	డాక్టరు	డాక్టరు	0.9961	1	1
ధ్యానం	ధ్యానం	ధ్యానం	0.9993	1	1
కత్తిపట్టవలసి	కత్తిపట్టవలసి	కత్తిపట్టవలసి	0.9598	1	1
కాంగ్రెసు	కాంగ్రెసు	కాంగ్రెసు	0.9977	1	1
ధ్యానము,	ధ్యానము,	ధ్యానము,	0.9773	1	1
వేరొకచోట	వేరొకచోట	వేరొకచోట	0.9635	1	1
పొమ్మనిరి.	పొమ్మనిరి.	పొమ్మనిరి.	0.9725	1	1
రాసిన	రాసిన	రాసిన	0.9997	1	1
బాలునిగూర్చి	బాలునిగూర్చి	బాలునిగూర్చి	0.9780	1	1
ఉన్నటువంటి,	ఉన్నటువంటి,	ఉన్నటువంటి,	0.9989	1	1
చెప్పినదే	చెప్పినదే	చెప్పినదే	0.9731	1	1
కొంకణం,	కొంకణం,	కొంకణం,	0.9991	1	1
పూయువారు''	పూయువారు"	పూయువారు"	0.9840	0	0
తగిన	తగిన	తగిన	0.9069	1	1
వృద్ధి	వృధి	విధి	0.8829	0	0
నిక	నిక	నిక	0.9987	1	1
పదాలే	పదాలే	పదాలే	0.9996	1	1
అదృష్టవంతుడవు	అదృష్టవంతుడవు	అదృష్టవంతుడవు	0.9932	1	1
లసినన్ని	లసినన్ని	లసినన్ని	0.9990	1	1
నిలువునా	నిలువునా	నిలువునా	0.9772	1	1
వస్తువుని	వస్తువుని	వస్తువుని	0.9996	1	1
శాస్త్రిగారు	శాస్త్రిగారు	శాస్త్రిగారు	0.9899	1	1
అన్నాడు.	అన్నాడు.	అన్నాడు.	0.9996	1	1
శ్రౌత,	శ్రౌత,	శ్రౌత,	0.9761	1	1
లభించింది.	లభించింది.	లభించింది.	0.9541	1	1
సంతాపమును	సంతాపమును	సంతాపమును	0.9628	1	1
మాష్టరుగారి	మాష్టరుగారి	మాష్టరుగారి	0.9603	1	1
ఆనందం	ఆనందం	ఆనందం	0.9994	1	1
దాన్ని	దాన్ని	దాన్ని	0.9996	1	1
కనిపించదు.	కనిపించదు.	కనిపించదు.	0.9993	1	1
నిరువది	నిరువది	నలువది	0.8907	1	0
పాలించినవి.	పాలించినవి.	పాలించినవి.	0.9695	1	1
కంటి	"కంటి	"కంటి	0.9871	0	0
[నృత్యం]	గనృత్యం)	గనృత్యం)	0.8551	0	0
రాంబాబుతో	రాంబాబుతో	రాంబాబుతో	0.9758	1	1
తిని.	తిని.	తిని.	0.9151	1	1
జబ్బులను	జబ్బులను	జబ్బులను	0.9954	1	1
తెచ్చుకున్నావని	తెచ్చుకున్నావని.	తెచ్చుకున్నావని.	0.9965	0	0
ముద్దగట్టిన	ముద్దగట్టిన	ముద్దగట్టిన	0.9991	1	1
(అనబడును).	(అనబడును).	(అనబడును).	0.9340	1	1
ఆ	ఆ	ఆ	0.9995	1	1
పెరిగి	వెరిగి	వెరిగి	0.9282	0	0
రంగు	రంగు	రంగు	0.9999	1	1
చిందులాడింది;	చిందులాడింది;	చిందులాడింది;	0.9691	1	1
సుభిక్షముగ	సుభిక్షముగ	సుభిక్షముగ	0.9619	1	1
అమృతత్వసిద్ధి	అమృతత్వసిద్ధి	అమృతత్వసిద్ధి	0.9370	1	1
నీ	నీ	నీ	0.9549	1	1
ఒక్కొక్కడు	ఒక్కొక్కడు	ఒక్కొక్కడు	0.9999	1	1
స్థిరంగా	స్థిరంగా	స్థిరంగా	0.9815	1	1
ఎంత	ఎంత	ఎంత	0.9999	1	1
ఆగదు.	ఆగదు.	ఆగదు.	0.9982	1	1
శ్రీ	శ్ర్రీ	శ్రీ	0.8892	0	1
వెళ్ళేటప్పటికి	వెళ్ళేటప్పటికి	వెళ్ళేటప్పటికి	0.9994	1	1
బెత్తం	బెత్తం	బెత్తం	0.9990	1	1
రంగుల	రంగుల	రంగుల	0.9474	1	1
ఒక	ఒక	ఒక	0.9997	1	1
ఆకారం	ఆకారం	ఆకారం	0.9997	1	1
కంటికి	కంటికి	కంటికి	0.9994	1	1
మానవ	మానవ	మానవ	0.9993	1	1
ఆఫీసర్లు,	ఆఫీసర్లు,	ఆఫీసర్లు,	0.9853	1	1
ధరించినటువంటి	ధరించినటువంటి	ధరించినటువంటి	0.9819	1	1
అనగా	అనగా	అనగా	0.9846	1	1
మదరాసులో	మదరాసులో	మదరాసులో	0.9475	1	1
ఉందో	ఉందో	ఉందో	0.9999	1	1
మీదికి	మీదికి	మీదికి	0.9875	1	1
రికగ్నిషన్	రికగ్నిషన్	రికగ్నిషన్	0.9685	1	1
అన్నాడు	అన్నాడు.	అన్నాడు.	0.9555	0	0
జానకి	జానకి	జానకి	0.9918	1	1
కాని,	కాని,	కాని,	0.9844	1	1
గవర్నరులును	గవర్నరులును	గవర్నరులును	0.9914	1	1
కూడ	కూడ	కూడ	0.9999	1	1
ఒక్కసారియే,	ఒక్కసారయే,	ఒక్కసారయే,	0.9947	0	0
దక్షిణ కెనరా,	దక్షిణకెనరా,	దక్షిణకెనరా,	0.9473	0	0
యీతనివలన	యీతనివలన	యీతనివలన	0.9968	1	1
మీన్నడును	మిరెన్నడును	మిరెన్నడును	0.9396	0	0
“	.	.	0.6650	0	0
యెట్లన్నను,	యెట్లన్నను,	యెట్లన్నను,	0.9970	1	1
రెండు	రెండు	రెండు	0.9948	1	1
జ్ఞాపకము చేసిరి;	జ్ఞాపకముచేసిరి;	జ్ఞాపకముచేసిరి;	0.9505	0	0
చేకూర్చువారై	చేకూర్చువారై	చేకూర్చువారై	0.9249	1	1
శ్వాసను	శ్వానను	శ్వాసను	0.8811	0	1
పరాశరమాడ	పరాశరమార	పరాశరమార	0.9465	0	0
డగు	డగు	డగు	0.9968	1	1
దర్శనము	దర్శనము	దర్శనము	0.9996	1	1
నిండుకప్పు''	నిండుకప్పు"	నిండుకప్పు"	0.9905	0	0
మీరు	మీరు	మీరు	0.9477	1	1
మాస్పనగు	మాన్పనగు	మాన్పనగు	0.9840	0	0
శృంగేరిలో	శృంగేరిలో	శృంగేరిలో	0.9767	1	1
17	17	17	0.9843	1	1
వారి	నారి	నారి	0.9896	0	0
చెయ్యిపట్టుకుంది	చెయ్యిపట్టుకుంది	చెయ్యిపట్టుకుంది	0.9653	1	1
మొగములు	మొగములు	మొగములు	0.9960	1	1
ప్రక్కకు	ప్రక్కకు	ప్రక్కకు	0.9913	1	1
పాములు.	పాములు.	పాములు.	0.9579	1	1
మరలుటచే	మరలుటచే	మరలుటచే	0.9668	1	1
మనస్సుకి	మనస్సుకి	మనస్సుకి	0.9994	1	1
అర్ధము	అర్థము	అర్థము	0.9960	0	0
బస.	బస.	బస.	0.7978	1	1
వస్తువు	వస్తువు	వస్తువు	0.9662	1	1
లోకానికి	లోకానికి	లోకానికి	0.9995	1	1
యీతడు	యీతడు	యీతడు	0.9991	1	1
ఈయన	ఈయన	ఈయన	0.9995	1	1
పి-లు-వ-వే....	పి-లు-వ-వే.....	పి-లు-వ-వే.....	0.8868	0	0
చేసికొనిరి.	చేసికొనిరి.	చేసికొనిరి.	0.9897	1	1
క్లిష్టముగ	క్లిట్టముగ	క్లిట్టముగ	0.8743	0	0
అల్లే	అల్లే	అల్లే	0.9990	1	1
దగ్గర	దగ్గర	దగ్గర	0.9999	1	1
ఝఘ్ క ఝణా	ఝమ్కఝణా	ఝమ్కఝణా	0.9919	0	0
ధ్యానింపబడుచున్న	(ధ్యానింపబడుచున్న	(ధ్యానింపబడుచున్న	0.9922	0	0
గాత్రం	గాత్రం	గాత్రం	0.9863	1	1
యీ	యీ	యీ	0.9986	1	1
మాటలు	మాటలు	మాటలు	0.8758	1	1
చేసినది	చేసినది.	చేసినది.	0.9771	0	0
స్వచ్ఛము	స్వచ్ఛము	స్వచ్ఛము	0.9478	1	1
కాలము	కాలము	కాలము	0.9996	1	1
గరపినను	గరపినను	గరపినను	0.9539	1	1
బాలకృష్ణుడు	బాలకృష్ణుడు	బాలకృష్ణుడు	0.9831	1	1
రక్షించుటే	రక్షించుటే	రక్షించుటే	0.9886	1	1
తిరుపతిలో	తిరుపతిలో	తిరుపతిలో	0.9954	1	1
పూర్తి	పూర్తి	పూర్తి	0.9631	1	1
ప్రపంచానుభవ	ప్రపంచానుభవ	ప్రపంచానుభవ	0.9989	1	1
యనంతరము	యనంతరము	యనంతరము	0.9825	1	1
126	126	126	0.9997	1	1
పిల్లవాడని	పిల్లవాడని	పిల్లవాడని	0.9997	1	1
వేరైనవి.	వేరైనవి.	వేరైనవి.	0.9988	1	1
ధ్యానానికి	ధ్యానానికి	ధ్యానానికి	0.9996	1	1
అన్నాడు.	అన్నాడు.	అన్నాడు.	0.9996	1	1
సార్జంటువలె	సార్జంటువలె	సార్జంటువలె	0.9952	1	1
సుబేదారులందరిలో	సుబేదారులందరిలో	సుబేదారులందరిలో	0.9495	1	1
ఆ	ఆ	ఆ	0.9962	1	1
రాడమ్మా	రాడమ్మూ--	రాడమ్మూ--	0.8779	0	0
3.	3.	3.	0.8119	1	1
మూడువంశాలవారు	మూడువంశాలవారు	మూడువంశాలవారు	0.9873	1	1
15,560	15,560.	15,560.	0.8995	0	0
మిగులుట	మిగులుట	మిగులుట	0.9914	1	1
కూడ	కూడు	కూడు	0.9313	0	0
అంటే	అంటే	అంటే	0.9994	1	1
కొల్లలుగా	కొల్లలుగా	కొల్లలుగా	0.9986	1	1
బావున్నాయో	బావున్నాయో	బావున్నాయో	0.9989	1	1
శాస్త్రి	శాస్త్రి	శాస్త్రి	0.9625	1	1
శాస్త్రిగారి	శాస్ర్రిగారి	శాస్ర్రిగారి	0.9784	0	0
నుండియు	నుండియు	నుండియు	0.9595	1	1
తిలకం	తిలకం	తిలకం	0.9383	1	1
న్నా	న్నా	న్నా	0.9636	1	1
నీ	నీ	నీ	0.9981	1	1
రామకృష్ణుడు	రామకృష్ణుడు	రామకృష్ణుడు	0.9929	1	1
పడితే	పడితే	పడితే	0.9503	1	1
ఆ	ఆ	ఆ	0.9977	1	1
ఝమ్క	ఝమ్క	ఝమ్క	0.9667	1	1
తత్ర	తత్ర	తత్ర	0.9938	1	1
యున్నదనియు,	యున్నదనియు,	యున్నదనియు,	0.9476	1	1
హక్కులను	హక్కులను	హక్కులను	0.9503	1	1
మూలనుంచి	మూలనుంచి	మూలనుంచి	0.9601	1	1
వీట్లల్లో	వీట్లల్లోలో	వీట్లల్లోలో	0.9100	0	0
ఆ	ఆ	ఆ	0.9994	1	1
:స్వరూపము	కిస్వరూపము	కిస్వరూపము	0.9059	0	0
రానున్న	రానున్న	రానున్న	0.9866	1	1
పెట్టేస్తున్నాడు.	పెట్టేస్తున్నాడు.	పెట్టేస్తున్నాడు.	0.9966	1	1
తేలుకాటు,	తేలుకాటు,	తేలుకాటు,	0.9968	1	1
మన	మన	మన	0.9979	1	1
ధ్యానం	ధ్యానం	ధ్యానం	0.9992	1	1
కావాలి.	కావాంి.	కావాంి.	0.8308	0	0
సాధన	సాధన	సాధన	0.9971	1	1
అని	అని	అని	0.9905	1	1
నిచ్చిన	నిచ్చిన	నిచ్చిన	0.9985	1	1
నీరేలనే	నీరేలనే	నీరేలనే	0.9753	1	1
కుంపినేవారు	కుంపిివారు	కుంపిివారు	0.9744	0	0
మనస్సునకు	మనస్సునకు	మనస్సునకు	0.9999	1	1
కాని	కాని	కాని	0.9262	1	1
జఘనామ	జఘనామ"	జఘనామ"	0.9654	0	0
తృప్తి	తృప్తి	తృప్తి	0.9861	1	1
చుట్టినటువంటిది,	చుట్టినటువంటిది,	చుట్టినటువంటిది,	0.9417	1	1
"ఈసారి	"ఈసారి	"ఈసారి	0.9406	1	1
నరవీశెడు	నరవీనెడు	నరవీనెడు	0.9947	0	0
చిన్న	చిన్న	చిన్న	0.9991	1	1
సనజాజులు	సనజాజులు	సనజాజులు	0.9599	1	1
గడియారం	గడియారం	గడియారం	0.9373	1	1
స్థితి	స్థితి	స్థితి	0.9865	1	1
మొదలిడినచో	మొదలిడినచో	మొదలిడినచో	0.9990	1	1
మనస్సుని	మనస్సుని	మనస్సుని	0.9995	1	1
ఆముక్త	ఆముక్త	ఆముక్త	0.9991	1	1
జీవన్ముక్తి	జీవన్ముక్తి	జీవన్ముక్తి	0.9969	1	1
ఈ	ఈ	ఈ	0.9997	1	1
జూలీ	జూలీ	జూలీ	0.9955	1	1
దైవసాన్నిధ్యాన్ని	దైవసాన్నిధ్యాన్ని	దైవసాన్నిధ్యాన్ని	0.9968	1	1
స్థితియందు	స్థితియందు	స్థితియందు	0.9521	1	1
శ్రీ	శ్రీ	శ్రీ	0.9605	1	1
అంతకు	అంతకు	అంతకు	0.9951	1	1
యూరకుండెడివాడు	యూరకుండాడివాడు	యూరకుండాడివాడు	0.8905	0	0
వెచ్చించిన	వెచ్చించిన	వెచ్చించిన	0.9635	1	1
అంటే	అంటే	అంటే	0.9964	1	1
ఎన్నిగంటలైనా	ఎన్నిగంటలైనా	ఎన్నిగంటలైనా	0.9997	1	1
గ్రంధాలలో	గ్రంధాలలో	గ్రంధాలలో	0.9851	1	1
రాజ్యమును	రాజ్యమును	రాజ్యమును	0.9965	1	1
మొలలో	మొలలో	మొలలో	0.9567	1	1
లేక	లేక	లేక	0.9980	1	1
ఎండిపోయిన	ఎండిపోయిన	ఎండిపోయిన	0.9988	1	1
ధ్యానం''	ధ్యానం"	ధ్యానం"	0.9480	0	0
వారిపై	వారిపై	వారిపై	0.9115	1	1
తా	తా	తా	0.9986	1	1
తిరుగబడలేదు.	తిరుగబడలేదు.	తిరుగబడలేదు.	0.9531	1	1
అష్టాంగ	అష్టాంగ	అష్టాంగ	0.9967	1	1
ఉంటాయో,	ఉంటాయో,	ఉంటాయో,	0.9527	1	1
జూపినను,	జూపినను,	జూపినను,	0.9761	1	1
మాట	మాట	మాట	0.9995	1	1
క్రమేణా	క్రమేణా	క్రమేణా	0.9694	1	1
ఈయన	ఈయన	ఈయన	0.9997	1	1
పోనీయ్	పోనీయ్	పోనీయ్	0.9994	1	1
స్పీడు.	స్పీడు.	స్పీడు.	0.9659	1	1
చేసినపు	చేసినపు	చేసినపు	0.9978	1	1
